153;bus_103;13.8;0.93;1.05
154;bus_104;13.8;0.93;1.05
155;bus_105;13.8;0.93;1.05
156;bus_106;13.8;0.93;1.05
157;bus_107;13.8;0.93;1.05
158;bus_108;13.8;0.93;1.05
159;bus_109;13.8;0.93;1.05
160;bus_110;13.8;0.93;1.05
162;bus_111;13.8;0.93;1.05
163;bus_112;13.8;0.93;1.05
164;bus_113;13.8;0.93;1.05
200;bus_114;13.8;0.93;1.05
201;bus_115;13.8;0.93;1.05
202;bus_116;13.8;0.93;1.05
203;bus_117;13.8;0.93;1.05
204;bus_118;13.8;0.93;1.05
205;bus_119;13.8;0.93;1.05
206;bus_120;13.8;0.93;1.05
207;bus_121;13.8;0.93;1.05
208;bus_122;13.8;0.93;1.05
209;bus_123;13.8;0.93;1.05
210;bus_124;13.8;0.93;1.05
211;bus_125;13.8;0.93;1.05
212;bus_126;13.8;0.93;1.05
214;bus_127;13.8;0.93;1.05
215;bus_128;13.8;0.93;1.05
217;bus_129;13.8;0.93;1.05
218;bus_130;13.8;0.93;1.05
219;bus_131;13.8;0.93;1.05
220;bus_132;13.8;0.93;1.05
221;bus_133;13.8;0.93;1.05
222;bus_134;13.8;0.93;1.05
223;bus_135;13.8;0.93;1.05
END	-999

BEGIN	FAULT_BUSES
#FAULT BUS ID
24
75
END	-999

BEGIN	BRANCHES
1;0;1;SWLINE;0.33205;0.76653;35.00;9.9;1
2;1;2;SWLINE;0.00188;0.00433;35.00;9.9;1
3;2;3;SWLINE;0.22324;0.51535;35.00;9.9;1
4;3;4;SWLINE;0.09943;0.22953;35.00;9.9;1
5;4;5;SWLINE;0.15571;0.35945;35.00;9.9;1
6;5;6;SWLINE;0.16321;0.37677;35.00;9.9;1
7;6;7;SWLINE;0.11444;0.26417;35.00;9.9;1
8;6;9;SWLINE;0.05675;0.05666;35.00;9.9;1
9;9;10;SWLINE;0.52124;0.27418;35.00;9.9;1
10;9;12;SWLINE;0.10877;0.1086;35.00;9.9;1
11;12;13;SWLINE;0.39803;0.20937;35.00;9.9;1
12;12;15;SWLINE;0.91744;0.31469;35.00;9.9;1
13;12;17;SWLINE;0.11823;0.11805;35.00;9.9;1
14;17;18;SWLINE;0.50228;0.26421;35.00;9.9;1
15;17;20;SWLINE;0.05675;0.05666;35.00;9.9;1
16;20;21;SWLINE;0.29379;0.15454;35.00;9.9;1
17;8;24;SWLINE;0.33205;0.76653;35.00;9.9;1
18;24;25;SWLINE;0.00188;0.00433;35.00;9.9;1
19;25;26;SWLINE;0.22324;0.51535;35.00;9.9;1
20;26;27;SWLINE;0.10881;0.25118;35.00;9.9;1
21;27;28;SWLINE;0.71078;0.37388;35.00;9.9;1
22;27;29;SWLINE;0.18197;0.42008;35.00;9.9;1
23;29;30;SWLINE;0.30326;0.15952;35.00;9.9;1
24;29;32;SWLINE;0.02439;0.0563;35.00;9.9;1
25;32;33;SWLINE;0.04502;0.10394;35.00;9.9;1
26;33;34;SWLINE;0.01876;0.04331;35.00;9.9;1
27;34;35;SWLINE;0.11823;0.11805;35.00;9.9;1
28;35;36;SWLINE;0.02365;0.02361;35.00;9.9;1
29;36;37;SWLINE;0.18954;0.0997;35.00;9.9;1
30;37;38;SWLINE;0.39803;0.20937;35.00;9.9;1
31;36;39;SWLINE;0.05675;0.05666;35.00;9.9;1
32;39;40;SWLINE;0.09477;0.04985;35.00;9.9;1
33;40;41;SWLINE;0.41699;0.21934;35.00;9.9;1
34;41;42;SWLINE;0.11372;0.05982;35.00;9.9;1
35;39;43;SWLINE;0.07566;0.07555;35.00;9.9;1
36;43;44;SWLINE;0.3696;0.19442;35.00;9.9;1
37;44;45;SWLINE;0.26536;0.13958;35.00;9.9;1
38;43;46;SWLINE;0.05675;0.05666;35.00;9.9;1
39;11;48;SWLINE;0.33205;0.76653;35.00;9.9;1
40;48;49;SWLINE;0.11819;0.27283;35.00;9.9;1
41;49;50;SWLINE;2.96288;1.01628;35.00;9.9;1
42;49;51;SWLINE;0.00188;0.00433;35.00;9.9;1
43;51;52;SWLINE;0.06941;0.16024;35.00;9.9;1
44;52;53;SWLINE;0.81502;0.42872;35.00;9.9;1
45;52;54;SWLINE;0.06378;0.14724;35.00;9.9;1
46;54;55;SWLINE;0.13132;0.30315;35.00;9.9;1
47;55;56;SWLINE;0.06191;0.14291;35.00;9.9;1
48;56;57;SWLINE;0.11444;0.26417;35.00;9.9;1
49;57;58;SWLINE;0.28374;0.28331;35.00;9.9;1
50;58;59;SWLINE;0.28374;0.28331;35.00;9.9;1
51;57;61;SWLINE;0.04502;0.10394;35.00;9.9;1
52;61;62;SWLINE;0.02626;0.06063;35.00;9.9;1
53;62;63;SWLINE;0.06003;0.13858;35.00;9.9;1
54;63;64;SWLINE;0.03002;0.06929;35.00;9.9;1
55;64;65;SWLINE;0.02064;0.04764;35.00;9.9;1
56;62;67;SWLINE;0.10881;0.25118;35.00;9.9;1
57;67;68;SWLINE;0.25588;0.1346;35.00;9.9;1
58;68;69;SWLINE;0.41699;0.21934;35.00;9.9;1
59;69;70;SWLINE;0.50228;0.26421;35.00;9.9;1
60;70;71;SWLINE;0.3317;0.17448;35.00;9.9;1
61;71;72;SWLINE;0.20849;0.10967;35.00;9.9;1
62;56;73;SWLINE;0.13882;0.32047;35.00;9.9;1
63;14;75;SWLINE;0.0075;0.01732;35.00;9.9;1
64;75;76;SWLINE;0.27014;0.62362;35.00;9.9;1
65;76;77;SWLINE;0.3827;0.88346;35.00;9.9;1
66;77;78;SWLINE;0.33018;0.7622;35.00;9.9;1
67;78;80;SWLINE;0.3283;0.75787;35.00;9.9;1
68;80;81;SWLINE;0.17072;0.39409;35.00;9.9;1
69;81;82;SWLINE;0.55914;0.29412;35.00;9.9;1
70;81;83;SWLINE;0.05816;0.13425;35.00;9.9;1
71;83;84;SWLINE;0.7013;0.3689;35.00;9.9;1
72;84;85;SWLINE;1.02352;0.53839;35.00;9.9;1
73;83;86;SWLINE;0.06754;0.15591;35.00;9.9;1
74;86;87;SWLINE;1.32352;0.45397;35.00;9.9;1
75;16;121;SWLINE;0.01126;0.02598;35.00;9.9;1
76;121;122;SWLINE;0.72976;1.68464;35.00;9.9;1
77;122;123;SWLINE;0.22512;0.51968;35.00;9.9;1
78;123;124;SWLINE;0.20824;0.48071;35.00;9.9;1
79;124;125;SWLINE;0.0469;0.10827;35.00;9.9;1
80;125;127;SWLINE;0.6195;0.61857;35.00;9.9;1
81;127;128;SWLINE;0.34049;0.33998;35.00;9.9;1
82;128;129;SWLINE;0.56862;0.29911;35.00;9.9;1
83;128;130;SWLINE;0.10877;0.1086;35.00;9.9;1
84;130;131;SWLINE;0.56862;0.29911;35.00;9.9;1
85;19;133;SWLINE;0.01126;0.02598;35.00;9.9;1
86;133;134;SWLINE;0.41835;0.96575;35.00;9.9;1
87;134;135;SWLINE;0.10499;0.13641;35.00;9.9;1
88;134;136;SWLINE;0.43898;1.01338;35.00;9.9;1
89;136;137;SWLINE;0.0752;0.02579;35.00;9.9;1
90;137;138;SWLINE;0.07692;0.17756;35.00;9.9;1
91;138;139;SWLINE;0.33205;0.76653;35.00;9.9;1
92;139;141;SWLINE;0.08442;0.19488;35.00;9.9;1
93;141;142;SWLINE;0.1332;0.30748;35.00;9.9;1
94;142;143;SWLINE;0.2932;0.29276;35.00;9.9;1
95;143;144;SWLINE;0.21753;0.21721;35.00;9.9;1
96;144;145;SWLINE;0.26482;0.26443;35.00;9.9;1
97;142;146;SWLINE;0.10318;0.23819;35.00;9.9;1
98;146;147;SWLINE;0.13507;0.31181;35.00;9.9;1
99;22;148;SWLINE;0.00938;0.02165;35.00;9.9;1
100;148;149;SWLINE;0.16884;0.38976;35.00;9.9;1
101;149;150;SWLINE;0.11819;0.27283;35.00;9.9;1
102;150;152;SWLINE;2.28608;0.78414;35.00;9.9;1
103;150;153;SWLINE;0.45587;1.05236;35.00;9.9;1
104;153;154;SWLINE;0.696;1.60669;35.00;9.9;1
105;154;155;SWLINE;0.45774;1.05669;35.00;9.9;1
106;155;156;SWLINE;0.20298;0.26373;35.00;9.9;1
107;156;157;SWLINE;0.21348;0.27737;35.00;9.9;1
108;157;158;SWLINE;0.54967;0.28914;35.00;9.9;1
109;158;159;SWLINE;0.54019;0.28415;35.00;9.9;1
110;157;160;SWLINE;0.0455;0.05911;35.00;9.9;1
111;160;162;SWLINE;0.47385;0.24926;35.00;9.9;1
112;162;163;SWLINE;0.86241;0.45364;35.00;9.9;1
113;163;164;SWLINE;0.56862;0.29911;35.00;9.9;1
114;158;200;SWLINE;0.77711;0.40878;35.00;9.9;1
115;200;201;SWLINE;1.08038;0.5683;35.00;9.9;1
116;159;202;SWLINE;1.09933;0.57827;35.00;9.9;1
117;202;203;SWLINE;0.47385;0.24926;35.00;9.9;1
118;154;204;SWLINE;0.32267;0.74488;35.00;9.9;1
119;204;205;SWLINE;0.14633;0.33779;35.00;9.9;1
120;205;206;SWLINE;0.12382;0.28583;35.00;9.9;1
121;23;207;SWLINE;0.01126;0.02598;35.00;9.9;1
122;207;208;SWLINE;0.6491;1.49842;35.00;9.9;1
123;208;209;SWLINE;0.04502;0.10394;35.00;9.9;1
124;209;210;SWLINE;0.5264;0.18056;35.00;9.9;1
125;209;211;SWLINE;0.02064;0.04764;35.00;9.9;1
126;211;212;SWLINE;0.53071;0.27917;35.00;9.9;1
127;211;214;SWLINE;0.09755;0.2252;35.00;9.9;1
128;214;215;SWLINE;0.11819;0.27283;35.00;9.9;1
129;214;217;SWLINE;0.13882;0.32047;35.00;9.9;1
130;217;218;SWLINE;0.04315;0.09961;35.00;9.9;1
131;218;219;SWLINE;0.09192;0.2122;35.00;9.9;1
132;219;220;SWLINE;0.16134;0.37244;35.00;9.9;1
133;220;221;SWLINE;0.37832;0.37775;35.00;9.9;1
134;221;222;SWLINE;0.39724;0.39664;35.00;9.9;1
135;222;223;SWLINE;0.2932;0.29276;35.00;9.9;1
136;7;86;SWLINE;0.13132;0.30315;45.00;9.9;0
137;10;32;SWLINE;0.26536;0.13958;45.00;9.9;0
138;20;130;SWLINE;0.14187;0.14166;45.00;9.9;0
139;46;223;SWLINE;0.08512;0.08499;45.00;9.9;0
140;33;61;SWLINE;0.04502;0.10394;45.00;9.9;0
141;59;145;SWLINE;0.14187;0.14166;45.00;9.9;0
142;65;147;SWLINE;0.14187;0.14166;45.00;9.9;0
143;73;206;SWLINE;0.0394;0.09094;45.00;9.9;0
144;78;125;SWLINE;0.12944;0.29882;45.00;9.9;0
145;125;219;SWLINE;0.01688;0.03898;45.00;9.9;0
146;131;223;SWLINE;0.3317;0.17448;45.00;9.9;0
147;139;154;SWLINE;0.14187;0.14166;45.00;9.9;0
148;138;217;SWLINE;0.07692;0.17756;45.00;9.9;0
149;138;153;SWLINE;0.07692;0.17756;45.00;9.9;0
150;141;154;SWLINE;0.07692;0.17756;45.00;9.9;0
151;141;220;SWLINE;0.07692;0.17756;45.00;9.9;0
152;145;206;SWLINE;0.26482;0.26443;45.00;9.9;0
153;160;56;SWLINE;0.49696;0.64567;45.00;9.9;0
154;212;122;SWLINE;0.17059;0.08973;45.00;9.9;0
155;215;123;SWLINE;0.05253;0.12126;45.00;9.9;0
156;223;147;SWLINE;0.2932;0.29276;45.00;9.9;0
END	-999

BEGIN	SHUNT_DEVICES
0;SOURCE;13.8
8;SOURCE;13.8
11;SOURCE;13.8
14;SOURCE;13.8
16;SOURCE;13.8
19;SOURCE;13.8
22;SOURCE;13.8
23;SOURCE;13.8
2;PQLOAD;47.78;19.009;5.00;150.00
3;PQLOAD;42.551;16.929;5.00;150.00
4;PQLOAD;87.022;34.622;35.00;150.00
5;PQLOAD;311.31;123.855;5.00;150.00
6;PQLOAD;148.869;59.228;5.00;150.00
7;PQLOAD;238.672;94.956;5.00;150.00
9;SW_PQLOAD;62.299;24.786;0.00;125.00;15.00;3
10;PQLOAD;124.598;49.571;5.00;150.00
12;PQLOAD;140.175;55.768;5.00;150.00
13;PQLOAD;116.813;46.474;100.00;150.00
15;PQLOAD;249.203;99.145;5.00;150.00
17;PQLOAD;291.447;115.952;5.00;150.00
18;PQLOAD;303.72;120.835;5.00;150.00
20;PQLOAD;215.396;85.695;5.00;150.00
21;SW_PQLOAD;198.586;79.007;0.00;115.00;15.00;4
27;PQLOAD;30.127;14.729;5.00;150.00
28;PQLOAD;230.972;112.92;5.00;150.00
29;PQLOAD;60.256;29.458;5.00;150.00
30;PQLOAD;230.972;112.92;75.00;150.00
32;PQLOAD;120.507;58.915;5.00;150.00
34;PQLOAD;56.981;27.857;5.00;150.00
35;SW_PQLOAD;364.665;178.281;0.00;120.00;15.00;3
37;PQLOAD;124.647;60.939;35.00;150.00
38;PQLOAD;56.981;27.857;5.00;150.00
40;PQLOAD;85.473;41.787;5.00;150.00
42;PQLOAD;396.735;193.96;5.00;150.00
44;PQLOAD;181.152;88.563;5.00;150.00
45;SW_PQLOAD;242.172;118.395;0.00;130.00;15.00;3
46;PQLOAD;75.316;36.821;5.00;150.00
49;PQLOAD;1.254;0.531;50.00;150.00
50;PQLOAD;6.274;2.66;5.00;150.00
52;SW_PQLOAD;117.88;49.971;0.00;140.00;15.00;3
53;PQLOAD;62.668;26.566;5.00;150.00
54;PQLOAD;172.285;73.034;25.00;150.00
55;PQLOAD;458.556;194.388;5.00;150.00
56;PQLOAD;262.962;111.473;5.00;150.00
57;PQLOAD;235.761;99.942;5.00;150.00
59;PQLOAD;109.215;46.298;5.00;150.00
62;PQLOAD;72.809;30.865;5.00;150.00
63;SW_PQLOAD;258.473;109.57;0.00;130.00;20.00;3
64;PQLOAD;69.169;29.322;5.00;150.00
65;PQLOAD;21.843;9.26;25.00;150.00
68;PQLOAD;20.527;8.702;5.00;150.00
69;PQLOAD;150.548;63.819;5.00;150.00
70;PQLOAD;220.687;93.552;5.00;150.00
71;PQLOAD;92.384;39.163;5.00;150.00
73;SW_PQLOAD;226.693;96.098;0.00;135.00;25.00;3
76;PQLOAD;294.016;116.974;5.00;150.00
77;PQLOAD;83.015;33.028;5.00;150.00
78;PQLOAD;83.015;33.028;5.00;150.00
80;PQLOAD;103.77;41.285;5.00;150.00
81;SW_PQLOAD;176.408;70.184;0.00;115.00;15.00;4
82;PQLOAD;83.015;33.028;5.00;150.00
83;PQLOAD;217.917;86.698;5.00;150.00
84;PQLOAD;23.294;9.267;5.00;150.00
85;SW_PQLOAD;5.075;2.019;0.00;120.00;10.00;3
86;PQLOAD;72.638;28.899;5.00;150.00
87;PQLOAD;405.99;161.523;5.00;150.00
122;SW_PQLOAD;100.182;42.468;0.00;125.00;15.00;3
123;PQLOAD;142.523;60.417;25.00;150.00
124;PQLOAD;96.042;40.713;5.00;150.00
125;PQLOAD;300.454;127.366;75.00;150.00
127;PQLOAD;141.238;59.873;5.00;150.00
128;PQLOAD;279.847;118.631;5.00;150.00
129;PQLOAD;87.312;37.013;5.00;150.00
130;PQLOAD;243.849;103.371;5.00;150.00
131;PQLOAD;247.75;105.025;5.00;150.00
134;PQLOAD;89.878;38.101;5.00;150.00
135;SW_PQLOAD;1137.28;482.108;0.00;110.00;20.00;4
136;PQLOAD;458.339;194.296;75.00;150.00
137;PQLOAD;385.197;163.29;5.00;150.00
139;PQLOAD;79.608;33.747;5.00;150.00
141;PQLOAD;87.312;37.013;5.00;150.00
143;PQLOAD;74.001;31.37;5.00;150.00
144;PQLOAD;232.05;98.369;5.00;150.00
145;PQLOAD;141.819;60.119;5.00;150.00
147;PQLOAD;76.449;32.408;50.00;150.00
149;PQLOAD;51.322;21.756;5.00;150.00
150;PQLOAD;59.874;25.381;5.00;150.00
152;PQLOAD;9.065;3.843;5.00;150.00
153;PQLOAD;2.092;0.887;5.00;150.00
154;PQLOAD;16.735;7.094;5.00;150.00
155;PQLOAD;1506.522;638.634;25.00;150.00
156;PQLOAD;313.023;132.694;5.00;150.00
157;PQLOAD;79.831;33.842;5.00;150.00
158;PQLOAD;51.322;21.756;5.00;150.00
160;PQLOAD;202.435;85.815;5.00;150.00
162;PQLOAD;60.823;25.784;5.00;150.00
163;PQLOAD;45.618;19.338;35.00;150.00
200;PQLOAD;157.07;66.584;5.00;150.00
202;SW_PQLOAD;250.148;106.041;0.00;120.00;15.00;3
204;PQLOAD;69.809;29.593;5.00;150.00
205;PQLOAD;32.072;13.596;5.00;150.00
206;PQLOAD;61.084;25.894;5.00;150.00
208;PQLOAD;94.622;46.26;5.00;150.00
209;PQLOAD;49.858;24.375;50.00;150.00
210;SW_PQLOAD;123.164;60.214;0.00;130.00;20.00;3
211;PQLOAD;78.35;38.304;5.00;150.00
212;PQLOAD;145.475;71.121;5.00;150.00
214;PQLOAD;21.369;10.447;5.00;150.00
215;PQLOAD;74.789;36.564;5.00;150.00
217;PQLOAD;227.926;111.431;5.00;150.00
218;PQLOAD;35.614;17.411;5.00;150.00
219;PQLOAD;249.295;121.877;5.00;150.00
220;PQLOAD;316.722;154.842;45.00;150.00
221;PQLOAD;333.817;163.199;5.00;150.00
222;SW_PQLOAD;249.295;121.877;0.00;125.00;15.00;3
END	-999
